,0,1,2,3,4,5,6,7,8,9
450,szse.001914,szse.002511,szse.000069,szse.002138,szse.002449,sse.600383,sse.600325,szse.002233,szse.002060,szse.300014
451,sse.600383,szse.002138,szse.000636,sse.600048,szse.002511,szse.000921,szse.300115,sse.600323,szse.000069,szse.002035
452,sse.600872,szse.002352,szse.000028,szse.002461,szse.000513,szse.001914,szse.000921,szse.002511,szse.000651,sse.600332
453,szse.300014,szse.002475,szse.002352,sse.600332,szse.000028,szse.001914,sse.600183,szse.000513,szse.002511,sse.600872
454,szse.300014,szse.002511,szse.002138,szse.002152,szse.000651,szse.002027,sse.601318,szse.000636,szse.002303,szse.000069
455,szse.002035,szse.002449,szse.000028,szse.000049,szse.000921,sse.600332,szse.000513,szse.300115,sse.600325,sse.600383
456,sse.600183,szse.300115,szse.000921,szse.002475,szse.000049,szse.300014,szse.002303,szse.002138,szse.002461,szse.000636
457,szse.000049,szse.002027,szse.002138,szse.002449,szse.002060,szse.002475,szse.300115,szse.000651,szse.000028,szse.002511
458,szse.000636,szse.002152,szse.002138,szse.002449,sse.600183,sse.600872,szse.002035,szse.000069,szse.002233,sse.600325
459,szse.002511,szse.000651,szse.002303,sse.600183,sse.600332,szse.002060,szse.000921,sse.601318,szse.002352,sse.600325
460,szse.000049,szse.002352,szse.000636,szse.002152,sse.600048,sse.600325,szse.002449,sse.600323,sse.600332,sse.600383
461,szse.002152,szse.000028,sse.600183,szse.002027,sse.600383,szse.000636,szse.002060,sse.601318,szse.000513,szse.000069
462,szse.002303,szse.000921,szse.000651,szse.002352,sse.600048,szse.002233,sse.600323,sse.600325,szse.002511,szse.000069
463,szse.002461,szse.300115,szse.001914,sse.600323,sse.600183,szse.002475,szse.000651,szse.000513,szse.002303,sse.601318
464,szse.001914,szse.002152,szse.002461,szse.002233,sse.600872,szse.002511,szse.002027,szse.002303,szse.002352,szse.002035
465,szse.000028,sse.600323,sse.600872,szse.002352,sse.600332,szse.002461,szse.002233,szse.000069,szse.000513,szse.002027
466,sse.600872,szse.001914,szse.002352,sse.600183,szse.002303,szse.002475,szse.000651,szse.000513,szse.002060,szse.002511
467,sse.600183,szse.001914,sse.600325,szse.002511,szse.002461,sse.600872,szse.002475,sse.601318,szse.300014,szse.002152
468,sse.600183,szse.300115,sse.600325,szse.300014,szse.002461,szse.000651,szse.002027,szse.002352,szse.002303,szse.002449
469,sse.600048,szse.001914,sse.600325,szse.002352,szse.002233,sse.600872,szse.002152,szse.002035,szse.000069,sse.601318
470,szse.002035,szse.002233,sse.601318,sse.600325,sse.600048,szse.000069,szse.000921,szse.000636,sse.600332,szse.002060
471,szse.000651,szse.001914,szse.002233,szse.002027,szse.000921,szse.002138,szse.000028,szse.002303,sse.600325,szse.002060
472,szse.000921,szse.002027,szse.001914,sse.600872,szse.002461,szse.002035,szse.000069,szse.002152,sse.600383,szse.002511
473,szse.000921,szse.002027,szse.001914,sse.600872,szse.002461,szse.002035,szse.000069,szse.002152,sse.600383,szse.002511
474,sse.600332,szse.000513,szse.000921,szse.002035,szse.002027,szse.000069,sse.600383,sse.600048,szse.002233,sse.600325
475,szse.000028,szse.002511,szse.000513,sse.600332,szse.002352,szse.300115,sse.600323,szse.002303,sse.600872,sse.601318
476,sse.600332,szse.000513,sse.600048,szse.000028,sse.600383,szse.002035,szse.000049,sse.600325,szse.000069,szse.000651
477,szse.001914,sse.600323,sse.600332,szse.300014,szse.000028,szse.002152,szse.000921,szse.002449,szse.000513,sse.601318
478,szse.300115,szse.002475,szse.002138,sse.600183,szse.002352,szse.000636,szse.300014,szse.000049,sse.600048,szse.002152
479,szse.002035,szse.000028,szse.002352,szse.002303,sse.600332,szse.300115,szse.002461,sse.600323,szse.000049,szse.002138
480,szse.300014,sse.600183,szse.000636,szse.002027,szse.002475,sse.600383,szse.000921,szse.000049,szse.001914,szse.002449
481,szse.000636,szse.002449,sse.600183,szse.000049,szse.300014,szse.002138,szse.002475,szse.300115,szse.002027,szse.000651
482,sse.600323,szse.002152,sse.600325,szse.002461,szse.000069,szse.000921,szse.002027,szse.002233,szse.000028,sse.600183
483,szse.300115,szse.002475,szse.000636,sse.600383,szse.300014,sse.600048,szse.002138,szse.002027,szse.002449,sse.600872
484,sse.600872,szse.300115,szse.002303,szse.002449,szse.000069,szse.000513,sse.600332,szse.002352,sse.600183,szse.002152
485,szse.300115,szse.002449,szse.002138,sse.600383,szse.000028,sse.600325,szse.000513,sse.600332,szse.002035,szse.000069
486,szse.002303,szse.000513,szse.002060,szse.002511,szse.001914,szse.002352,szse.002233,szse.002035,szse.000028,sse.600332
487,sse.600183,szse.002352,szse.002461,sse.600048,szse.000028,sse.600383,szse.002475,sse.601318,szse.000069,szse.002303
488,szse.002035,szse.000513,szse.000069,sse.600383,szse.002233,sse.600048,szse.000028,sse.600323,sse.600325,szse.002303
489,szse.300115,szse.000636,szse.002138,szse.000049,sse.600183,szse.300014,szse.002152,szse.002233,szse.002035,szse.002475
490,szse.300115,szse.002233,sse.600183,szse.002152,szse.002449,sse.600332,szse.000069,szse.002060,sse.601318,sse.600048
491,szse.001914,sse.600872,szse.002035,szse.000028,szse.002152,szse.002511,szse.002233,sse.600323,szse.002138,szse.002449
492,szse.000921,szse.002461,szse.000636,sse.600383,szse.002027,szse.002303,szse.002035,sse.600048,szse.002138,szse.002449
493,sse.600323,szse.002303,szse.000921,szse.002060,szse.002027,szse.300014,sse.601318,szse.002035,szse.000028,szse.000651
494,szse.001914,szse.000921,szse.002303,szse.002352,szse.002035,szse.002152,szse.300115,sse.601318,szse.000049,sse.600332
495,szse.002352,sse.600872,szse.001914,szse.000513,sse.600323,szse.000651,szse.002138,szse.000049,szse.000636,sse.600183
496,szse.000069,sse.600383,szse.000651,sse.601318,szse.000921,szse.002233,szse.002035,sse.600325,szse.000028,sse.600048
497,sse.600183,szse.300115,szse.002138,szse.300014,sse.600048,szse.000069,sse.600325,sse.601318,szse.000921,szse.002060
498,szse.300115,szse.002152,szse.002475,szse.000921,sse.600183,szse.002511,szse.000069,szse.002060,szse.000028,sse.600383
499,szse.001914,szse.000651,sse.600048,sse.601318,szse.002035,sse.600183,szse.002461,szse.002511,szse.000069,sse.600383
500,szse.300014,szse.002475,szse.002449,szse.300115,szse.002461,sse.600183,szse.000049,szse.002138,szse.002352,szse.002060
501,szse.000513,szse.300014,szse.002233,szse.000049,sse.600332,szse.002352,szse.300115,szse.002303,szse.000651,szse.000028
502,sse.600183,szse.002138,szse.000636,szse.002035,szse.001914,szse.002152,szse.000513,szse.000651,szse.300014,sse.600383
503,szse.000921,szse.002511,szse.002035,szse.000069,szse.002233,sse.600325,sse.600332,szse.002060,sse.601318,szse.300014
504,szse.001914,szse.000513,szse.002461,szse.002027,szse.002152,szse.002511,szse.002352,szse.000028,szse.000921,szse.002233
505,szse.002449,szse.000636,szse.000921,sse.600183,sse.600872,szse.002511,szse.000049,szse.000513,szse.000028,szse.002352
506,szse.000636,szse.002511,szse.000028,szse.002352,szse.002035,szse.002060,sse.600872,szse.000921,sse.600323,szse.000651
507,szse.002449,sse.600383,sse.600048,szse.002152,sse.600325,szse.000069,szse.002035,szse.000636,szse.002303,szse.002233
508,szse.002138,szse.300115,szse.000921,szse.002152,szse.000028,szse.000636,sse.601318,szse.000651,szse.300014,sse.600323
509,sse.600323,szse.002303,szse.002027,szse.002461,sse.600383,szse.000921,sse.600332,szse.002233,szse.001914,szse.002511
510,szse.002475,szse.002449,szse.002461,szse.002060,sse.600323,szse.000069,szse.000049,sse.600383,szse.001914,sse.600183
511,sse.600323,sse.600332,szse.002511,szse.001914,szse.300115,szse.000513,szse.000921,sse.600872,szse.000636,szse.002035
512,sse.600048,sse.600383,sse.601318,sse.600325,szse.000069,szse.002152,szse.002060,szse.000651,szse.002449,sse.600332
